text,label
"I took an alcohol server's class a few years ago.  (What the hey- my employerpaid for it...)We were told that the 1 drink / hour rule was written with 80 proof boozeand a 195 pound person in mind.  Drinking Cuervo Gold, weighing in @ 140,I obviously will get drunk faster than the theoretical person mentionedabove.  Worse, imagine Rum & coke made with Bacardi 151...Mind you all, that's for getting too drunk to drive a car.  I may onlyhave been riding for a month or so, but I plan my evenings with a veryrigid exclusive or statement: Either don't drink, or don't ride.Pretty simple.Sorry, mike, I have to believe that that policy works best as fertilizer,even if all you plan to do is drive home nice and ""safe"" in your cage...",18
"H E L P !I have  a problem in which I'm getting increasing frustrated every day...Some background about my PC:- American Megatrend BIOS (clone 386 SX) with 32M of RAM- config.sys file:	device=c:\dos\himem.sys	dos=high,umb	device=c:\windows\emm386.exe noems	files=30	buffers=30	stack=9,256- autoexec.bat file is using smartdrv.exe +c- CMOS set up is running 0 wait state on read and write cache ram.The problem: APPLICATION ERROR from WIN31I started off with a newly installed WIN31 and then installed EXCEL.Run excel, no problem. A permanent swap file of size 18K was in placefor windows.Ok, I then proceed to install Norton Desktopfor Windows version 2.0. No problem with the installation. I alsoallow NDW to alter my autoexec.bat(with the nav running on c:).The problem came when I try to (bring up excel or if excel is runningand right in the middle of it - like click a selection with the mouse)from the desktop.First of all, I always get the application error screen followed byanother application error screen with various different messages. Thefollowing are some of them:- Stack fault, by TC1024.DRV at address 0001:XXXX where XXXX is some  number. (TC1024.DRV is the VGA driver provided by the manufacture)- General protection fault, by ndw.exe at the same address- Segment load failure, by ndw.exe at same addressSome how, the address flagged was always 0001:something. What is address0001:XXXX means? I have absolutely on idea what this mean. I tried commented out theTSR programs from autoexec.bat, no help.Is it something to do with the emm386 setup which is not tellingWIN31 what it suppose to know. Looks like the application is crossingmemory boundary when it is being loaded or while it is running.Please reply if you have any idea or suggestion. I'm willing to tryanything.",13
"Finally you said what you dream about. Mediterranean???? That was new....	The area will be ""greater"" after some years, like your ""holocaust"" numbers......		*****	Is't July in USA now????? Here in Sweden it's April and still cold.	Or have you changed your calendar???						    ****************						    ******************			    ***************	NOTHING OF THE MENTIONED IS TRUE, BUT LET SAY IT's TRUE.		SHALL THE AZERI WOMEN AND CHILDREN GOING TO PAY THE PRICE WITH						    **************	BEING RAPED, KILLED AND TORTURED BY THE ARMENIANS??????????		HAVE YOU HEARDED SOMETHING CALLED: ""GENEVA CONVENTION""???????	YOU FACIST!!!!!	Ohhh i forgot, this is how Armenians fight, nobody has forgot	you killings, rapings and torture against the Kurds and Turks once	upon a time!             Ohhhh so swedish RedCross workers do lie they too? What ever you say""regional killer"", if you don't like the person then shoot him that's your policy.....l										i										i										i	Confused?????								i										i        Search Turkish planes? You don't know what you are talking about.	i        Turkey's government has announced that it's giving weapons  <-----------i        to Azerbadjan since Armenia started to attack Azerbadjan		        it self, not the Karabag province. So why search a plane for weapons	        since it's content is announced to be weapons?   	If there is one that's confused then that's you! We have the right (and we do)	to give weapons to the Azeris, since Armenians started the fight in Azerbadjan! 	Shoot down with what? Armenian bread and butter? Or the arms and personel 	of the Russian army?",9
"Rick Tocchet was captain of the Flyers for several years before he wastraded to the Pens...                                    -John Santore============================================================================= ____________________                                /                    \                   ""We break the surface tension \_________     ____   \                   with our wild kinetic dreams""/             /    \   \                        -Rush, Grand Designs\_______     /  (*) )   )/           / /\___/   /                 Go Philadelphia Flyers!\_____     / /        //         /  \_______/                   John Santore (jsbh@andrew.cmu.edu)\________/",2
I sometimes wonder if Kekule's dream wasn't just a wee bit influenced byaromatic solvent vapors ;-) heh heh.,5
"We're about ready to take a bold step into the 90s around here by acceleratingour rather large collection of stock MacPlus computers. Yes indeed, difficultto comprehend why anyone would want to accelerate a MacPlus, but that's anotherstory. Suffuce it to say, we can get accelerators easier than new machines.Hey, I don't make the rules...Anyway, on to the purpose of this post: I'm looking for info on MacPlusacelerators.  So far, I've found some lit on the Novy Accelerator and theMicrMac MultiSpeed Accelartor. Both look acceptable, but I would like to hearfrom anyone who has tried these.  Also, if someone would recommend anotheraccelerator for the MacPlus, I'd like to hear about it.Thanks for any time and effort you expend on this!",14
"Yeah, and it's also true most long complicated sequences of events,calculations, or big computer programs in general.  I don't arguethat you can get similar and maybe useful results from fractals, Ijust question whether you >should<.The fractal fiends seem to be saying that any part of a system that wecan't model should be replaced with a random number generator.  Thathas been useful, for instance, in making data more palatable to humanperception or for torture testing the rest of the system, but I don'tthink it has much to do with fractals, and I certainly would ratherthat the model be improved in a more explicable manner.I guess I just haven't seen all these earth-shaking fractal modelsthat explain and correlate to the universe as it actually exists.  Ireally hope I do, but I'm not holding my self-similar breath.Uh huh.  I'll believe it when I see it.  I've been chasing fractalcompression for a few years, and I still don't believe in it.  If it's sogreat, how come we don't see it competing with JPEG?  'Cause it can't,I'll wager.Actually, I have wagered, I quit trying to make fractal compressionwork- and I was trying- because I don't think it's a reasonablealternative to other techniques.  It is neat, though. :-)I'll reiterate my disbelief that everything is fractal.  That's why Idon't think fractal compression as it is widely explained ispractical.  I know Barnsley and Sloan have some tricks up theirsleeves that make their demos work, but I don't see anyone using it in areal product.  It's been six years since Iterated Systems was formed,right?	""There are always going to be questions until there's a product	out there,"" Sloan replies.  The company plans to ship its first	encoding devices in the summer, he says.  In March, Iterated	Systems will have the other half of the system: the decoders.		- Scientific American, March 1990, page 77",1
"Here! Here!  But any call for responsibility and accountability 	from police is invariably interpreted as being ""soft on crime"".	Being ""tough on crime"" and building more prisons and seizing more	property is the politically astute thing to do these days.	And citizen complacency!	Don't forget the politicians that write the laws that make it	easy for the police agencies to become corrupt.  The War on Some	Drugs brought us this corruption and only an end to it (legalization)	will stop the corruption.",8
":Is erythromycin effective in treating pneumonia?::-fmNot only is it effective, it is in fact the drug of choice foruncomplicated cases of community-acquired penumonia.",5
"Hi, all hardware netters,  I've seen recently on some magazines advertising a ?NEW? Tridentgraphics card call 8900CL. The ad said it's new and *faster*. How is itcompare to Tseng ET4000? BTW, which is the fastest *non-accelerated* SVGAon the market? Any info or benchmark are welcome. Thanks in advance.						regards,",13
"+Last night, while watching the 2a.m. rebroadcast of Jerry Springer (a+talk show) I heard this Jewel of a thought from a 12 year old racist. +The focus of this show was on these kids and their hatred for the Jewish+religion, and why.  [some stuff deleted]+Interesting (and scary) no?  They went on to say how the Jews had +killed their god, and how in the end of time that all the races would+go to their homelands (of course, they would remain in America, which+is New Jeruselem, as it says in Gen 2??? (what another kid said) but+the rest of the races would go home) and then the great battle or plague+or whatever Revel. says would happen, and the jews would be killed.++The most interesting thing about this was that my roomate is Catholic, +and had the KJV of the Bible on his desk.  He immediatly opened it up+and began to search for the quoted passages (Gen, Rev, and John) to +look for himself, and couldn't find what they said they saw.  I don't+knowI saw this show a while back, and when I heard these kidsquote the Bible to justify their racist claims, I looked upthat quote about Jesus hating Jews (since Jesus himself was aJew, my curiousity had been piqued by such a claim).The jist of the passage (and I am sorry but I can't recallwhich passage it was exactly) was that Jesus was condemningthe Pharisees for being corrupt.Of course, the Pharisees were Jewish too, but it wasn't Jewsas a whole that Jesus was condemning, just the powers that be.",0
"Sure. I can give is a shot...    You need to get the 30-pin simms.    If you mean in a ""newer, more powerful"" Mac system then the answeris no. Apple has stated that all new Macs will use the 72-pin SIMMs andno longer use the 30-pin SIMMs.",14
"HELP!	I just received my Falcon 2.2.1 upgrade from Spectrum Holobyte today.My SE is running Sys 7.0.1 with 4mb of RAM. Like the instructions said, I onlyinstalled Disk 2 (The program...no start up screen or music).	I just downloaded Macsbug from ftp.apple.com like it said, andinstalled it in my System folder. I restarted the mac an hour later, and it wouldn't completely boot off the internal HD. I get the ""happy mac"", then itdisappears, only to reappear and repeat the cycle continuously. I never evenget the ""Welcome to Macintosh"" message. Norton utilities fixed about 12 newproblems, but the same thing still happened.	What do I do?	Please e-mail to ""orly@aludra.usc.edu""		THANKS IN ADVANCE!!!		Victor Orly;",14
"Tell me Tim, what are these guerillas doing wrong? Assuming that they are usingcivilians for cover, are they not killing SOLDIERS in THEIR country? If thebuffer zone is to prevent attacks on Israel, is it not working? Why is it further neccessary for Israeli guns to pound Lebanese villages? Why not justkill those who try to infiltrate the buffer zone? You see, there is more tothe shelling of the villages.... it is called RETALIATION... ""GETTING BACK""...""GETTING EVEN"". It doesn't make sense to shell the villages. The leastit shows is a reckless disregard by the Israeli government for the lives ofcivilians.If Israel is not willing to accept the ""word"" of others then, IMHO, it hasno business wasting others' time coming to the peace talks. No, I am not Basil. I think Basil is a very intelligent person and Irespect what he writes. Basil is a person that I would gladly calla friend. He is, however, not me. Nor am I Lebanese, as some seem tosuspect. Tim, you are ignoring the fact that the Palestinians in Lebanon have beendisarmed. Hezbollah remains the only independent militia. Hezbollah doesnot attack Israel except at a few times such as when the IDF burned upSheikh Mosavi, his wife, and young son. Of course, if Israel would withdrawfrom Lebanon and stop assassinating people and shelling villages they wouldn'tmake the Lebanese so mad as to do that. Furthermore, with Hezbollah subsequently disarmed, it would not be possible.Tim, when is the last time that you recall any trouble on the Syrian border?Not lately, eh?Israel knows very well that the Syrians are able to restrain ALL who would useterritory under their control to attack Israel. While Lebanon would be betteroff with Syria and Israel out of its borders, the presence of Syrian troopsin Lebanon has meant a sharp decrease in attacks on Israeli territory (not onIsraeli troops in Lebanon, however. Please note the distinction) in thepast two years.I disagree, Basil has always seemed to me to be a cool-headed person, slowto anger (certainly more so than I). What is most important is that he is an actual witness to things from the other end of the Israeli guns. If only the Israeli government would remember what it was like when the roles were reversed perhaps they would moderate their ""retaliation"".",9
And last year the Capitals had the Pens number up until about game 3 of the playoffs.,2
"Yeah, the news is true...the Leafs lost to the Wings 6-3.Wish I could say I'd seen the whole game but my husband wantedto watch ""Young Guns II"" on another channel. Sometime betweenthe first time I tuned in and d saw the Leafs tie and the next timeI tuned in and heard the score was 5-1, something happened.	Please no woofing from Red Wings fans.  They're my thirdfavourite team, and if they make it past the Leafs I'll wish themluck.  As for Potvin...well, it WAS his fist playoff game.",2
,14
"No, there's no evidence that would convince any but the most credulous.The ""evidence"" is identical to the sort of evidence that has beenused to justify all sorts of quack treatments for quack diseasesin the past.I like the implication here.  It must not be that the quacks makingmillions off such ""diseases"" are biased -- rather that those whodoubt their existence don't understand the real world.  It seemseasy to picture a 19th centure snake oil salesman saying the samething.However, I have been in the trenches long enough to have seen multiplequack diseases rise and fall in popularity.  ""Systemic yeast syndome""seems to be making a resurgence (it had fallen off a few years ago).There will be new such ""diseases"" I'm sure with best-selling booksand expensive therapies.Well this, of course, is convincing.  I guess I'd better start diagnosingany illnesses that people want so that I can keep my lips.",5
": The Selective Service Registration should be abolished.  To start with, the: draft is immoral.  Whether you agree with that or not, we don't have one now,: and military experts agree that the quality of the armed forces is superior: with a volunteer army than with draftees.  Finally, the government has us: on many lists in many computers (the IRS, Social Security Admistration and: Motor Vehicle Registries to name a few) and it can find us if it needs to.: Maintaining yet another list of people is an utter waste of money and time.: Let's axe this whole department, and reduce the deficit a little bit.	More ""gridlock"" talk from another relic of the past.  TheSelective Service system creates jobs and is an investment in the future of america......and whats wrong with that?	We need jobs because at this point in the recovery, the economyshould have generated 10 billion jobs and since it has not, thegovernment has to step in and help.  Shutting down selective servicewould cost ""good jobs"" and we can't do that.  	What we really need is to involve selective service in a moreclosely directed manner.  We need the selective service involvedin environmental protection, high-speed rail, commuter aircraft, civil rights, national service and health care.  Every dollarwe put into selective service now will get us $10 less spendingin future.	I really believe now to think about it that selective serviceis long-past due for the creation of a cabinet position.	Your not beyond hope, just get back on america's side andstart doing your part for change.  What Bill needs from younow is support for the economic stimulus and health care reform.You need to devote all your energies to fighting gridlock andsupporting change.  Get on the team.  After all, the evil hasbeen banished from washington and the time for complaint is past being neccessary.",10
"I haven't followed whatever discussion there may have been on thesepeople, but I feel that C. S. Lewis is an excellent apologist and Isee no reason for embarrassment.  If you think that errors and flawedarguments are a reason for dismissing a thinker, you must dismissnearly every thinker from Descartes to Kant; any philosophy coursewill introduce you to their weaknesses.     The above also expresses a rather odd senseI said nothing about ""the masses.""  However comparing ""the masses"" inour day and in Aquinas' day really *is* odd.  Read Ortega y Gasset onthis.I'm talking about the familiar experience of arguing all night andwinning on logic and evidence, only to discover your opponent to beunaware, even intuitively, of things like entailment (let alonepragmatics).  (I am assuming that both parties are college graduatesor better...)  Myself, I don't bother any more.Ken",7
,6
"CHECK MENAHEM BEGIN DAIRIES (published book) you'll find accounts of the   massacres there including Deir Yassen,   though with the numbers of massacred men, children and women are    greatly minimized.As per request of Hasan:From _The Revolt_, by Menachem Begin, Dell Publishing, NY, 1977:[pp. 225-227]    ""Apart from the military aspect, there is a moral aspect to thestory of Dir Yassin. At that village, whose name was publicizedthroughout the world, both sides suffered heavy casualties. We hadfour killed and nearly forty wounded. The number of casualties wasnearly forty percent of the total number of the attackers. The Arabtroops suffered casualties neraly three times as heavy. The fightingwas thus very severe. Yet the hostile propaganda, disseminatedthroughout the world, deliberately ignored the fact that the civilianpopulation of Dir Yassin was actually given a warning by us before thebattle began. One of our tenders carrying a loud speaker was stationedat the entrance to the village and it exhorted in Arabic all women,children and aged to leave their houses and to take shelter on theslopes of the hill.  By giving this humane warning our fighters threwaway the element of complete surprise, and thus increased their ownrisk in the ensuing battle. A substantial number of the inhabitantsobeyed the warning and they were unhurt. A few did not leave theirstone houses - perhaps because of the confusion. The fire of the enemywas murderous - to which the number of our casualties bears eloquenttestimony. Our men were compelled to fight for every house; toovercome the enemy they used large numbers of hand grenades. And thecivilians who had disregarded our warnings suffered inevitablecasualties.    ""The education which we gave our soldiers throughout the years ofrevolt was based on the observance of the traditional laws of war. Wenever broke them unless the enemy first did so and thus forced us, inaccordance with the accepted custom of war, to apply reprisals. I amconvinced, too, that our officers and men wished to avoid a singleunnecessary casualty in the Dir Yassin battle. But those who throwstones of denunciation at the conquerors of Dir Yassin [1] would dowell not to don the cloak of hypocrisy [2].    ""In connection with the capture of Dir Yassin the Jewish Agencyfound it necessary to send a letter of apology to Abdullah, whom Mr.Ben Gurion, at a moment of great political emotion, called 'the wiseruler who seeks the good of his people and this country.' The 'wiseruler,' whose mercenary forces demolished Gush Etzion and flung thebodies of its heroic defenders to birds of prey, replied with feudalsuperciliousness. He rejected the apology and replied that the Jewswere all to blame and that he did not believe in the existence of'dissidents.' Throughout the Arab world and the world at large a waveof lying propaganda was let loose about 'Jewish attrocities.'    ""The enemy propaganda was designed to besmirch our name. In theresult it helped us. Panic overwhelmed the Arabs of Eretz Israel.Kolonia village, which had previously repulsed every attack of theHaganah, was evacuated overnight and fell without further fighting.Beit-Iksa was also evacuated. These two places overlooked the mainroad; and their fall, together with the capture of Kastel by theHaganah, made it possible to keep open the road to Jerusalem. In therest of the country, too, the Arabs began to flee in terror, evenbefore they clashed with Jewish forces. Not what happened at DirYassin, but what was invented about Dir Yassin, helped to carve theway to our decisive victories on the battlefield. The legend of DirYassin helped us in particular in the saving of Tiberias and theconquest of Haifa.""[1] (A footnote from _The Revolt_, pp.226-7.) ""To counteract the lossof Dir yassin, a village of strategic importance, Arab headquarters atRamallah broadcast a crude atrocity story, alleging a massacre byIrgun troops of women and children in the village. Certain Jewishofficials, fearing the Irgun men as political rivals, seized upon thisArab gruel propaganda to smear the Irgun. An eminent Rabbi was inducedto reprimand the Irgun before he had time to sift the truth. Out ofevil, however, good came. This Arab propaganda spread a legend ofterror amongst Arabs and Arab troops, who were seized with panic atthe mention of Irgun soldiers. The legend was worth half a dozenbattalions to the forces of Israel. The `Dir Yassin Massacre' lieis still propagated by Jew-haters all over the world.""",9
": : Probably not.  But then, I don't pack heavy weaponry with intent to use it.: You don't really think he should have been allowed to keep that stuff do : you?  If so, tell me where you live so I can be sure to steer well clear.I understand that they had the neccessary licenses and permits to ownautomatic weapons.  : The public also has rights, and they should be placed above those of the: individual.  Go ahead, call me a commie, but you'd be singing a different: tune if I exercised my right to rape your daughter.  He broke the law, he: was a threat to society, they did there job - simple.I haven't seen any proof (or even evidence) that the BD's had broken thelaw.  If you have proof (or evidence), let's hear it.  ""The FBI said so"" isNOT evidence.:  : I'll support them all (except no. 2)",11
"I heard that Eli is selling the team to a group in Cinninati. This wouldhelp so that the O's could make some real free agent signings in the offseason. Training Camp reports that everything is pretty positive rightnow. The backup catcher postion will be a showdown between Tackett and Parentalthough I would prefer Parent. #1 Draft Pick Jeff Hammonds may be comingup faster in the O's hierarchy of the minors faster than expected. MikeFlanagan is trying for another comeback. Big Ben is being defended bycoaches saying that while the homers given up were an awful lot, most camein the beginning of the season and he really improved the second half. Thismay be Ben's year. 	I feel that while this may not be Mussina's Cy Young year, he willbe able to pitch the entire season without periods of fatigue like last yeararound August. I really hope Baines can provide the RF support the O's need.Orsulak was decent but I had hoped that Chito Martinez could learn defensebetter and play like he did in '91. The O's right now don't have manyleft-handed hitters. Anderson proving last year was no fluke and Cal's returnto his averages would be big plusses in a drive for the pennant. The rotation should be Sutcliffe, Mussina, McDonald, Rhodes, ?????. Olson is aninteresting case. Will he strike out the side or load the bases and then getthree pop outs? You never know.The way I see the AL East this year (with personal biases mixed in)BaltimoreNew YorkTorontoMilwaukeeClevelandBostonDetroit(The top 4 are the only true contenders in my mind. One of these 4 willdefinitely win the division unless it snows in Hell/Maryland :). I feelthat this Baltimore's season to finally put everything together.)__________________________________________________________________________~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",19
"Well folks, after some thought the answer struck me flat in the face:""Why would Apple release a Duo Dock with a processor of its own?""Here's why- People have hounded Apple for a notebook with a 68040 processorin it. Apple can't deliver that right now because the 040 saps too muchpower, radiates far too much heat, and is too large for a notebook. Howdoes one get around that without designing a new chipset? Use existingPowerBook technology to your best advantage. The Duo Dock gives Apple aunique ability to give users that 040 power in a ""Semi-Portable"" fashion.By plunking the 040 into the Dock, you've got ""quadra"" power at your desk.On the road, that 33mhz 68030 should be able to handle most of your needs.Okay, not the BEST solution, but its an answer to a no-win situation. :-)So, does this mean one will be able to use the PowerBook's processor inparallel to the dock's processor? Okay, we're getting REALLY hypotheticalnow...",14
"Maybe it's just me, but the combination of those *young* faces peeking outfrom under oversized aqua helmets screams ""Little League"" in every fibre ofmy being...",19
"Does anyone know if the Dick Estelle who does the Radio Reader on NPR is one inthe same with the lefty who pitched briefly for the Jints in '64 & '65?Just curious.--->Paul, spending too much time reading the baseball encyclopedia--------------------------------------------------------------------------------           We will stretch no farm animal beyond its natural length  paula@koufax.cv.hp.com   Paul Andresen  Hewlett-Packard  (503)-750-3511",19
If you are looking for viewer try VPIC60,1
"[remainder of message deleted]Pardon me for replying to only a portion of your message :)The reason we can say ""God just exists"" and can't say ""The universe just exists"" is because the universe is a natural realm and is subject to natural laws in general and the law of cause and effect in particular.  That is, we observe in nature that every cause has an effect, and every effect was produced by a cause.  The existence of the natural realm, as an effect itself, cannot be its own cause; it must therefore have a supernatural cause.God, on the other hand, is a supernatural being, and is therefore not subject to such natural laws as the law of cause and effect.  As a supernatural being, God's eternal existence does not imply a previous cause the way the existence of a physical, natural cosmos does.  Thus, those who believe in the supernatural have a valid basis for accepting the existence of uncaused phenomena such as the eternal God, whereas those who deny the existence of the supernatural are faced with the dilemma of a physical universe whose very nature shows that it is not sufficient to explain its own existence.This is, of course, an oversimplification of a complex topic, but I just wanted to clarify some important differences between the supernatural (God) and the natural (the universe), since you seem to mistake them as being interchangeable.",7
"From: baba@Tymnet.com (Duane Hentrich)-BTW, I'm a WALC (white aryan lapsed catholic)-----d'baba Duane M. Hentrich        baba@Tymnet.Com-   I would like to go on record as objecting to Mr. Hentrich callinghimself an Aryan.  The word `Aryan' is of Sanskrit origin and occurs firstin the Hindu scripture, the Rigveda.  It seems to have been a tribal termbut may have had connotations of good character.  Such connotationsare quite explicit in the sayings of the Buddha who called his religion theeightfold Aryan path.   The word was borrowed by the German scholarMax Mueller who used it as a synonym for `indo-european', but then theNazis proceeded to steal it and started pretending that `aryan' issynonymous with `nordic' which seems highly unlikely.  The people whooriginally called themselves aryas,  the Iranians, Noprth Indians, the Afghansand possibly the Kurds, are none of them nordic.  So the use of the wordby Westerners, though meant with apparent good humor in this case, isnontheless inappropriate.  The only Westerners who may have some claimto call themselves Aryans (by descent) are the Celts who seem to have wor-shipped a god called Aryaman who is mentioned in the Rigveda.  If you want to check what I am saying, look at  Mallory's book, ``Insearch of the Indo-Europeans"" or, just look at the Encyclopedia Britannica.The reason this usage is offensive is that most of Ancient Indian literatureas well as religion is directly or inderectly due to the Aryans andfor Westerners to butt in is really not nice, not to mention the horriblethings done by Germans to Jews, using a word to which the Germans haveno clear claim.",10
"Here are the results after three days of voting. Remember 3pts for 1st, 2 for 2nd, and 1 for 3rd. Also, you can still turn in votes! And.. ifthe guy isn't a regular goalie or he is retired, please include the team! Thanks for your time, and keep on sending in those votes!Player                  Team                  Pts     Votes-----------------------------------------------------------1. Brian Hayward        San Jose              15        6   Andy Moog            Boston                15        63. Curtis Joseph        St. Louis             11        54. Ed Belfour           Chicago               10        55. Gerry Cheevers       Boston (retired)       5        3    Manon Rheaume        Atlanta (IHL)          5        2   Ron Hextall          Quebec                 5        28. Don Beaupre          Washington             4        2-----------------------------------------------------------Others receiving 1 vote: Artus Irbe (SJ), Tim Cheveldae (Det), Clint Malarchuck (Buf/SD,IHL), Grant Fuhr (Buf), Rick Wamsley  (Tor,ret), Jon Casey (Minn), John Vanbiesbrouck (NYR), Ken Dryden (Mon,ret), Bob Essensa (Win), Mike Vernon (Cal), Glenn Healy (NYI), Tommy Soderstron (???), Ray LeBlanc (USA).",2
"For me, it would be an obvious choice: Armed self-defence is clearlyand strongly protected by the Colorado Constitution and the lawsof the state. In the very clear-cut situation of your hypothetical,I wouldn't have anything to fear from the police (unless I had beenpublicly carrying the weapon concealed, something I'm not inthe habit of doing... Even then, the worst I'd have to deal with was a class 2 misdemeanor.) Even if the situation were not soclear, and I might have to worry about arrest for manslaughter orhomicide, it would still be safer to wait for the police. IfI were to leave and try to avoid police involvement, I'd be committingseveral felonies and ruining my chances of claiming self-defencein court (""If it really was self-defence,"" the prosecuter wouldask, ""why did you run away and hide from the police?"")In other states, however, this decision might not be so clear-cut:If someone in, say, Washington D.C. were to use a gun in self-defencehe would _automatically_ be guilty of several felony violations ofthat city's gun control laws. Such a person's choices would bebetween certain conviction for a couple of felonies versus possibleconviction for half a dozen.",8
"I am not sure about the tie breaker rules. However, I think if the Islanders win(Oh God, Please, Please let them win), the Islanders win the series against NJ and advances to third.********************************************************************************Of course no one asked me, I always interject my opinions on maters I have noconcern over.",2
"Hmmmm, I'm not sure this is true.  According to Mike Lang and good oldStagie, along with the rest of the TV crews in pittsburgh, they winning streak could have stopped because it is a regular season mark.I would think this would also hold with an unbeaten streak for regularseason games.",2
"Forsale:Nintendo control Deck with two controllers and gun, one controller hasgrips attached. the NES will only connect to a composite monitor or TV with audio andvideo RCA Input jacks and needs some repairs. 25$ or best offergames for sale 15$  Tecmo Baseball15$  Techmo Bowl15$  Double Dribble15$  Wayne Gretzky Hockey15$  Golf10$  Super Mario/Duck Hunt15$  Super Mario II20$  Super Mario III15$  Teenage Mutant Ninja Turtles the Arcade game15$  MegaMan 310$  Toobin'10$  Spelunker25$  Tecmo Super Bowl============175$ total, I'll give all of them to you for the best offer and throwin the control deck...I'll also accept the best offer for each of the games individually.the oldest of these is two years old, most of them are less than a year old.Email at tligman@andy.bgsu.eduPhone at 1 (419) 372-5954",16
NAPA remanufactured large 4 barrel carburetor for 78-80big-block 360/440 Dodge.  Part #4-244.  New in box w/manifold gasket.Retail: $345.00NAPA price: $250.00Your price $100.00 + shipping,16
"I *think* this is correct behavior.  Remember the defaultcolormapFocusPolicy is keyboard (meaning the cmap focus follows thekeyboard focus).  Since the dialog is modal, mwm won't allow keyboardfocus onto your main shell, and so it won't allow cmap focus either.Since it sounds as though you have keyboardFocusPolicy:pointer, Isuggest you set colormapFocusPolicy:pointer also.  That way, the cmapfocus won't slavishly follow keyboard focus, but will beat its own path.(if you have keyboardFocusPolicy: explicit, you can set cmap focusexplicit also, but you then need a binding to f.focus_color, probably onMB1).",15
,15
"Hello everybody...Are there any ftp-sites with wav-files available???Frode Kvam :-)--_______________________________________________________________________________  _/_/_/_/_/   _/_/_/_/        _/_/_/     _/_/_/       _/_/_/_/_/  _/           _/      _/    _/      _/   _/    _/     _/  _/           _/      _/    _/      _/   _/      _/   _/  _/_/_/       _/_/_/_/      _/      _/   _/      _/   _/_/_/  _/           _/    _/      _/      _/   _/      _/   _/  _/           _/      _/    _/      _/   _/    _/     _/  _/           _/      _/      _/_/_/     _/_/_/       _/_/_/_/_/    (C)_______________________________________________________________________________  Name:         Frode Kvam  Univ:         University of Trondheim, dept of informatics  E-mail:       frode@ifi.unit.no  Snail-mail:   Lademoens Kirkealle 8                7042 TRONDHEIM  Voice:        + 47 7 50 45 06_______________________________________________________________________________",12
"I have a simple test. I take several people who can speakonly one language (e.g. chinese, russian, german, english).Then I let the ""gifted one"" start ""speaking in toungues"".The audience should understand the ""gifted one"" clearlyin their native language. However, the ""gifted one"" canonly hear himself speaking in his own language.Works everytime. 8-)Perhaps I would believe the ""gifted ones"" more if they wereglorifying God rather than themselves. Then perhaps we'dwitness a real miracle.--",7
"Local to the Joe Louis Arena? You mean local to Olympia Stadium, whereRed Wings games were played until fairly recently (early 80s comes tomind). As far as I know, the rest of the post is basically correct. Ifwhat you meant by local was simply Detroit and I'm being incrediblypicky, okay, sorry about that.",2
"Regarding the post for information about the Mac Portable and the Powerbook 100, here are a couple of the answers:(1) Does the Mac Portable support Appletalk? Yes(2) What CPU is in the Mac Portable? A low power version of the 68000 running at 15.87 Mhz.(3) Does the Mac Portable run system 7? Yes, although it does use up a lot of memory.(4) Is memory still availabe for the Portable? There are several vendors that still make RAM for the Portable. There are two options: Some vendors sell memory that plugs into the RAM Slot inside the portable. Others sell memory that plugs into the Processor Direct Slot. Either way, the most memory you can address is either 8 or 9 megabytes, depending on whether the Portable is Backlit or not. King Memory and Peripherials in Irvine California is the cheapest place I know of for Portable memory. 2MB - $140, 4 MB, $250, and 7 MB $415. I still see several ads in macuser that are selling 4 MB modules for $450. Wide variety in pricing here.(5) What is the internal HD? Its a Conner CP-3045 40 MB HD with an average access time of about 25 ms.(6) Is the screen better that the PB 100? Heavens yes! The PB 100 is a backlit PASSIVE matrix screen which means it fades out on you if you move your head a few degrees left or right. The Portable has a backlit or non-backlit ACTIVE Matrix screen which I think is a joy to read.Other things to consider - Where to get the portable and how much to pay for it? A good supplier has been SelectTerm in Mass. They were willing to sell a 2MB Non-backlit Portable with an internal 2400 bps modem for about $650. Or a 4 MB Backlit Portable with an internal 2400 bps modem for about $900. The answer is call around for a good while or you'll pay too much.I'm still looking for an internal FAX modem for the portable? Anybody got one they want to sell? -- Good Luck, Gene Wright",14
