text,label
"Histone deacetylase inhibitors (HDACis) have emerged as a new class of anticancer agents, targeting the biological process including cell cycle and apoptosis. We investigated and explained the anticancer effects of an HDAC6 inhibitor, ricolinostat alone and in combination with bendamustine in lymphoma cell lines. Cell viability was measured by MTT assay. Apoptosis, reactive oxygen species (ROS) generation, Bcl-2 protein expression, cell cycle progression and tubuline expression were determined by flow cytometry. The effects of ricolinostat alone and in combination on the caspases, PI3K/Akt, Bcl-2 pathways, ER stress and UPR were assessed by immunoblotting. Ricolinostat shows anti lymphoma activity when used as single agent and its capability to induce apoptosis is synergistically potentiated by the bendamustine in lymphoma cell lines. Drug combination reduced the proportion of cells in the G(0)/G(1) and S phases and caused an increase of ""sub-G(0)/G(1)"" peak. The synergistic effect accompanied with the increased ROS, activation of caspase-8, -9, and -3, the cleavage of PARP and modulated by Bcl-2 proteins family. In addition, the exposure of ricolinostat induced the acetylation level of alpha-tubulin, the extend of which was not further modified by bendamustine. Finally, the apoptosis effect of ricolinostat/bendamustine may be mediated by a corresponding effect on microtubule stabilization. Our data suggest that ricolinostat in combination with bendamustine may be a novel combination with potential for use as an antitumor agent in lymphoma.",7
"Research on video game violence has focused on the impact of aggression, but has so far neglected the processes and mechanisms underlying the enjoyment of video game violence. The present contribution examines a specific process in this context, namely players' strategies to cope with moral concern that would (in real-life settings) arise from violent actions. Based on Bandura's (2002) theory of moral disengagement, we argue that in order to maintain their enjoyment of game violence, players find effective strategies to avoid or cope with the moral conflict related to their violent behaviors in the game world ('moral management'). Exploratory interviews with ten players of violent video games revealed some relevance of moral reasoning to their game enjoyment, and several strategies that help players to 'manage' moral concern. Most importantly, respondents referred to the game-reality distinction and their focus on winning the game when explaining how violent action is a by-product of good performance. Findings are discussed in light of further theorizing on 'moral management' and potential links to the media violence debate.",74
"A leading intellectual challenge in evolutionary genetics is to identify the specific phenotypes that drive adaptation. Enzymes offer a particularly promising opportunity to pursue this question, because many enzymes' contributions to organismal fitness depend on a comparatively small number of experimentally accessible properties. Moreover, on first principles the demands of enzyme thermostability stand in opposition to the demands of catalytic activity. This observation, coupled with the fact that enzymes are only marginally thermostable, motivates the widely held hypothesis that mutations conferring functional improvement require compensatory mutations to restore thermostability. Here, we explicitly test this hypothesis for the first time, using four missense mutations in TEM-1 beta-lactamase that jointly increase cefotaxime Minimum Inhibitory Concentration (MIC) similar to 1500-fold. First, we report enzymatic efficiency (k(cat)/K-M) and thermostability (T-m, and thence Delta G of folding) for all combinations of these mutations. Next, we fit a quantitative model that predicts MIC as a function of k(cat)/K-M and Delta G. While k(cat)/K-M explains similar to 54% of the variance in cefotaxime MIC (similar to 92% after log transformation), Delta G does not improve explanatory power of the model. We also find that cefotaxime MIC rises more slowly in k(cat)/K-M than predicted. Several explanations for these discrepancies are suggested. Finally, we demonstrate substantial sign epistasis in MIC and k(cat)/K-M, and antagonistic pleiotropy between phenotypes, in spite of near numerical additivity in the system. Thus constraints on selectively accessible trajectories, as well as limitations in our ability to explain such constraints in terms of underlying mechanisms are observed in a comparatively ""well-behaved"" system.",34
"We model attacks on a cyberphysical system as a game between two players-the attacker and the system. The players may not acquire the complete information about each other, and that leads to an asymmetric information game. Furthermore, the players may have a certain fixed amount of resources, which constrains their strategies across time. Accordingly, we consider a dynamic multiplayer nonzero sum game with asymmetric information in which controllers have total resource constraints. Under certain assumptions on the information structure of the game, we devise an algorithm that computes a subclass of Nash equilibria of the game. We also study a denial-of-service attack on a cyberphysical system, model it as two-player zero-sum games, and apply our algorithm to compute the saddle-point equilibrium strategies of the attacker and the controller.",46
"Studies have found evidence that, after playing violent videogames for 20 min, people experience a mean short-term increase in aggression, hostility, and anger. The current research investigated whether or not players habituate during longer, more realistic lengths of play. Participants (N = 98) were randomly assigned to play the game Quake III Arena for either 20 or 60 min. Participants in the long condition showed a smaller change in state anger (CSA) from pre- to post-gameplay than those in the short condition, although this did not reach significance. Change in scores for gamers (not novice players) showed that short gaming led to a larger increase in anger ratings than long gaming. When the results for violent videogame players were analysed separately, there was no significant increase in anger post-gameplayirrespective of length of time playing. Results also supported the hypotheses that females would show a significantly larger CSA than males and that participants previously unexposed to violent videogames would show a significantly larger CSA than exposed participants.",74
"In this paper, we applied a hot water-induced thermotherapy system to the foot, based on the oriental medicine principle of Dongeuibogam, which is concerned with the notion that the head should be kept cool and the feet warm. The objective of this study was to determine the influence on the cardiovascular system effected by physiological parameters inherent to thermal stimulation at a temperature of 43 degrees C. Therefore, the relevant physiological parameters, blood flow, heart rate, blood pressure, oxygen saturation, and leg temperature, associated with the cardiovascular system, were selected for analysis. The experimental equipment used in this study included a hot water system designed for the feet. Pre and post experimental conditions, at a temperature of 43 degrees C, were assessed for 10 healthy volunteers over 10 days. Pre and post measurements were obtained at 5. 10, 15, and 20 minutes. The biosignal transition results of the experiments were as follows; Blood Flow(ml/min): 1.18 +/- 0.50 inc, Heart Rate(bpm): 6.97 +/- 0.72 inc, Blood Pressure(mmHg): (max) -1.49 +/- 2.81 dec, (min) 0.06 +/- 0.13 dec, Oxygen Saturation(%): 1.34 +/- 0.28 inc, (dec: decrease, inc: increase). According to our results, hot-water thermotherapy applied to the foot does appear to exert an influence on the cardiovascular system, and also appears to generally improve human metabolism.",32
"Substance use disorders (SUD) and mental health disorders are significant public health issues that co-occur and are associated with high risk for suicide attempts. SUD and mental health disorders are more prevalent among offenders (i.e., prisoners or inmates) than the non-imprisoned population, raising concerns about the risk of self-harm. This cross-sectional study examined the population of a state prison system (10,988 out of 13,079) to identify associations among SUD (alcohol, cannabis, intravenous drugs, narcotics, and tobacco smoking), mental health disorders (anxiety, bipolar, depression, and psychotic disorders), and suicide attempts. The primary aim was to determine which groups (SUD, mental health disorders, and co-occurrences) were strongly association with suicide attempts. Groups with a documented SUD or mental health disorders compared to peers without these issues had 2.0 and 9.2 greater odds, respectively, for attempting suicide, which was significant at p < 0.0001 for both conditions. There were also significant differences within SUD and mental health disorders groups in regard to suicide attempts. Groups with the greatest odds for suicide attempts were offenders with comorbid bipolar comorbid and anxiety, alcohol combined with depression, and cannabis co-occurring with depression. Documentation of suicide attempts during imprisonment indicates awareness, but also suggest a need to continue enhancing screening and evaluating environmental settings.",115
"Diffuse large B-cell lymphoma (DLBCL) is the most common type of non-Hodgkin lymphoma and comprises approximately 30% of all lymphomas. Patients typically present with a nonpainful mass in the neck, groin, or abdomen associated with constitutional symptoms. In this report, however, the authors describe a rare case of a 61-year-old woman with hyperprolactinemia, hypothyroidism, and acromegaly (elevation of insulin-like growth factor-1 [IGF-1]) with elevated growth hormone releasing hormone (GHRH) in whom an MRI demonstrated diffuse enlargement of the pituitary gland. Despite medical treatment, the patient had persistent elevation of IGF-1. She underwent a transsphenoidal biopsy, which yielded a diagnosis of DLBCL with an activated B-cell immunophenotype with somatotroph hyperplasia. After stereo tactic radiation therapy in combination with chemotherapy, she is currently in remission from her lymphoma and has normalized IGF-1 levels without medical therapy, 8 months after her histopathological diagnosis. This is the only reported case of its kind and displays the importance of a broad differential diagnosis, multidisciplinary evaluation, and critical intraoperative decision-making when treating atypical sellar lesions.",133
"STUDY QUESTION: Are parity and the timing of menarche associated with premature and early natural menopause? SUMMARY ANSWER: Early menarche (<= 11 years) is a risk factor for both premature menopause (final menstrual period, FMP <40 years) and early menopause (FMP 40-44 years), a risk that is amplified for nulliparous women. WHAT IS KNOWN ALREADY: Women with either premature or early menopause face an increased risk of chronic conditions in later life and of early death. Findings from some studies suggest that early menarche and nulliparity are associated with early menopause, however overall the evidence is mixed. Much of the evidence for a direct relationship is hampered by a lack of comparability across studies, failure to adjust for confounding factors and inadequate statistical power. STUDY DESIGN, SIZE, DURATION: This pooled study comprises 51 450 postmenopausal women from nine observational studies in the UK, Scandinavia, Australia and Japan that contribute to the International collaboration for a Life course Approach to reproductive health and Chronic disease Events (InterLACE). PARTICIPANTS/MATERIALS, SETTING, METHODS: Age at menarche (categorized as <= 11, 12, 13, 14 and 15 or more years) and parity (categorized as no children, one child and two or more children) were exposures of interest. Age at FMP was confirmed by at least 12 months of cessation of menses where this was not the result of an intervention (such as surgical menopause due to bilateral oophorectomy or hysterectomy) and categorized as premature menopause (FMP before age 40), early menopause (FMP 40-44 years), 45-49 years, 50-51 years, 52-53 years and 54 or more years. We used multivariate multinomial logistic regression models to estimate relative risk ratio (RRR) and 95% CI for associations between menarche, parity and age at FMP adjusting for within-study correlation. MAIN RESULTS AND THE ROLE OF CHANCE: The median age at FMP was 50 years (interquartile range 48-53 years), with 2% of the women experiencing premature menopause and 7.6% early menopause. Women with early menarche (= 12 years and two or more children. LIMITATIONS, REASONS FOR CAUTION: Most of the studies (except the birth cohorts) relied on retrospectively reported age at menarche, which may have led to some degree of recall bias. WIDER IMPLICATIONS OF THE FINDINGS: Our findings support early monitoring of women with early menarche, especially those who have no children, for preventive health interventions aimed at mitigating the risk of adverse health outcomes associated with early menopause. STUDY",9
"Developing highly active photocatalysts for water treatment is of vital importance. A large-mesopore hierarchical WO3 hydrate photocatalyst with exposed high energy facets was synthesized via a facile hydrothermal method using sodium chloride as structure-directing agent. The forming model of the hierarchical structure was discussed, and photogenerated oxide species were investigated. It is shown that the orthorhombic WO3 center dot 1/3H(2)O photocatalyst is of a hierarchical structure assembled by various 2-dimension nanosheets and that its average pore diameter reaches approximately 33.2 nm. Besides, it could decompose 92% of rhodamine B (Rh B) under visible light irradiation within four hours. The enhanced photocatalytic efficiency is attributed to the exposed high energy (002) crystal facets of hierarchical structure, and to the large mesopores existing between crossed nanosheets which help to charge carriers separation, adsorption of reactants and desorption of product molecules. Furthermore, the catalyst displays an excellent photocatalytic stability, indicating its broad application in water pollution treatment. (C) 2016 Elsevier Ltd. All rights reserved.",96
"Weight and efficiency are conflicting top requirements for all kind of mobile applications of electrical machines. Utilizing the design freedom of a novel machine design, based on a slotless air gap winding while providing high torque and efficient cooling, this paper presents a design optimization approach that allows for precise and fast design of that type of machine. Design speed is achieved by building a simplified parametric model of the electrical machine that combines very well with a nonlinear optimization formulation of the design problem, where machine mass and losses are balanced out to find a Pareto optimal design set. Additional design requirements are treated via constraints. The parametric machine model was built upon a numerical finite elements method analysis of magnetic flux density in the air gap with ANSYS Maxwell, which is used to formulate parametric Fourier series based models of flux acting on a phase, flux acting on a six-step commutated winding and effective flux useful to define machine torque constant. Except the numerical optimization procedure, all model and design equations can be formulated analytically exploiting Maple's symbolic computation features, thus simplifying analysis and speeding up design. Finally, an optimal motor design study for a 15-inch rim wheel-hub drive is presented. The range of a tradeoff between demands for weight and efficiency while delivering the required torque at nominal speed is shown.",24
"Transformation of research in all biological fields necessitates the design, analysis and, interpretation of large data sets. Preparing students with the requisite skills in experimental design, statistical analysis, and interpretation, and mathematical reasoning will require both curricular reform and faculty who are willing and able to integrate mathematical and statistical concepts into their life science courses. A new Faculty Learning Community (FLC) was constituted each year for four years to assist in the transformation of the life sciences curriculum and faculty at a large, Midwestern research university. Participants were interviewed after participation and surveyed before and after participation to assess the impact of the FLC on their attitudes toward teaching, perceived pedagogical skills, and planned teaching practice. Overall, the FLC had a meaningful positive impact on participants' attitudes toward teaching, knowledge about teaching, and perceived pedagogical skills. Interestingly, confidence for viewing the classroom as a site for research about teaching declined. Implications for the creation and development of FLCs for science faculty are discussed. (C) 2016 by The International Union of Biochemistry and Molecular Biology",30
"Considerable heterogeneity is observed among patients with a Borderline Personality Disorder (BPD). In the present study, we investigated whether we could identify and validate different personality subtypes in 150 BPD inpatients based on reactive and regulative temperament. We identified four BPD subtypes by means of cluster analysis on the Behavioral Inhibition and Behavioral Activation Scales (BISBAS) and the Effortful Control Scale (ECS): an Emotional/Disinhibited subtype (45%) scoring lowest on Effortful Control, an Inhibited subtype (24%) characterized bylaw levels of Behavioral Activation, a Low Anxiety subtype (21%) defined by low levels of Behavioral Inhibition, and a High Self-control subtype (10%) characterized by the highest score on effortful control. The four subtypes were validated by comparing them on clinical symptomatology, comorbid personality disorders, and coping. The current findings offer insight into meaningful differences among BPD patients based on temperamental features, which can offer guidelines for the treatment of BPD patients. (C) 2016 Elsevier Ltd. All rights reserved.",70
"Background: Adults with eating disorders (ED) show brain volume reductions in the frontal, insular, cingulate, and parietal cortices, as well as differences in subcortical regions associated with reward processing. However, little is known about the structural differences in adolescents with behavioural indications of early stage ED.Aim: This is the first study to investigate structural brain changes in adolescents newly diagnosed with ED compared to healthy controls (HC), and to study whether ED cognitions correlate with structural changes in adolescents with ED of short duration.Methods: Fifteen adolescent females recently diagnosed with ED, and 28 age-matched HC individuals, were scanned with structural magnetic resonance imaging (MRI). Whole-brain and region-of-interest analyses were conducted using voxel-based morphometry (VBM). ED cognitions were measured with self-report questionnaires and working memory performance was measured with a neuropsychological computerized test.Results and conclusions: The left superior temporal gyrus had a smaller volume in adolescents with ED than in HC, which correlated with ED cognitions (concerns about eating, weight, and shape). Working memory reaction time correlated positively with insula volumes in ED participants, but not HC. In ED, measurements of restraint and obsession was negatively correlated with temporal gyrus volumes, and positively correlated with cerebellar and striatal volumes. Thus, adolescents with a recent diagnosis of ED had volumetric variations in brain areas linked to ED cognitions, obsessions, and working memory. The findings emphasize the importance of early identification of illness, before potential long-term effects on structure and behaviour occur.",67
"Spread spectrum is a technique introduced for mitigating electromagnetic interference (EMI) problems in many class of circuits. In this paper, with particular emphasis on switching DC/DC converters, we consider the most common and most efficient known spreading techniques, looking for spreading parameters that ensure the highest EMI reduction and the lowest performance reduction in the circuit where the spreading is applied. The result is an interesting tradeoff not only between EMI reduction and performance drop, but also on the EMI reduction itself when considering different EMI victim models. The proposed analysis is supported by measurements on two switching DC/DC converters: 1) based on pulse width modulation and 2) based on the resonant converter class.",60
"With integrative trend of world economy, drastic competition in the market, commercial intercourse in the future will emphasize more and more on convenience. Thus strengthening the comprehensive transportation network of research and practice has become the mainstream. This paper describes the development of an intelligent traffic control and dispatch system.",84
"Transmission towers play an important role in transmitting electricity in a power grid safely and reliably. In traditional design practice, the second-order P-Delta (frame side sway) and P-delta (member curvature) effects and joint effects such as load eccentricities, slippage effects, and semirigid connection are commonly ignored in analysis. Great discrepancy is frequently noted between full-scale tower tests and numerical simulations using first-order linear analysis. In this paper, second-order direct analysis is used and slippage of bolted joints as well as semirigid connection behavior are taken into account. Member initial bowing and frame out-of-plumbness imperfections are considered in the present study, which is verified by full-scale test on an ultrahigh-voltage (UHV) lattice transmission tower. The technique of semirigid design and simulation of joint stiffness for load eccentricity by simple modeling for transmission towers meeting the requirements for direct analysis with verification by a full-scale test is unavailable in literature and proposed in this paper. Furthermore, the influences of joint slippage on the deflection and load behavior of the studied towers are quantified and reported. (C) 2017 American Society of Civil Engineers.",43
"Friction is a phenomenon involving elastic interactions, plastic deformation and failure processes at different length scales. The friction coefficient is one of the most relevant parameters for the rolling contact of railway wheels and rails. A model of dry friction is established based on the method of movable cellular automata (MCA). The influence of pressure and sliding velocity has been investigated by means of a large number of numerical simulations. A general qualitative conclusion is the fact that dynamic processes of plastic deformation and fracture at the nanolevel are of great importance. Within this model, the contact temperature can also be considered by its influence on the strength of materials. The new friction law is applied to the calculation of stresses, deformations and tractive forces in wheel/rail contact with rough surfaces. Thus, the understanding for the physical background of dry friction in engineering applications can be considerably improved. (c) 2006 Elsevier B.V. All rights reserved.",91
"Recently, deep learning has gained prominence due to the potential it portends for machine learning. For this reason, deep learning techniques have been applied in many fields, such as recognizing some kinds of patterns or classification. Intrusion detection analyses got data from monitoring security events to get situation assessment of network. Lots of traditional machine learning method has been put forward to intrusion detection, but it is necessary to improvement the detection performance and accuracy. This paper discusses different methods which were used to classify network traffic. We decided to use different methods on open data set and did experiment with these methods to find out a best way to intrusion detection.",46
"We complete the computation of the integral homology of the generalized braid group B associated to an arbitrary irreducible complex reflection group W of exceptional type. In order to do this we explicitly computed the recursively-defined differential of a resolution of Z as a ZB-module, using parallel computing. We also deduce from this general computation the rational homology of the Milnor fiber of the singularity attached to most of these reflection groups. (C) 2017 Elsevier Inc. All rights reserved.",101
"The present study aimed to investigate the relationship between overall emotional intelligence and its components and reflectivity/impulsivity learning style of iranian efl learners. Emotional intelligence and learning style of 52 female efl learners from avaye no and morad takro private institutes in tabriz were obtained through bar-on's emotional quotient inventory and learning style questionnaire. Then, pearson's correlation analyses were conducted to measure the degree of the relationship between emotional intelligence as well as its components and learning style of the participants. The results of the correlation analyses indicated that overall emotional intelligence had a statistically positive relationship with the learning style of the efl learners. It was also found that among components of emotional intelligence only intrapersonal, adaptability, and stress management components revealed a significant relationship with learning style of the participants. The results of the study could help textbook designers, curriculum planners, foreign language institutes, teachers, learners and their parents to provide and use different methods of teaching and learning.",29
"Chronic myeloid leukemia (CML) is a hematological cancer, characterized by a reciprocal chromosomal translocation between chromosomes 9 and 22 [t(9;22)], producing the Bcr-Abl oncogene. Tyrosine kinase inhibitors (TKIs) represent the standard of care for CML patients and exert a dual mode of action: direct oncokinase inhibition and restoration of effector-mediated immune surveillance, which is rendered dysfunctional in CML patients at diagnosis, prior to TKI therapy. TKIs such as imatinib, and more potent second-generation nilotinib and dasatinib induce a high rate of deep molecular response (DMR, BCR-ABL1 <= 0.01%) in CML patients. As a result, the more recent goal of therapy in CML treatment is to induce a durable DMR as a prelude to successful treatment-free remission (TFR), which occurs in approximately half of all CML patients who cease TKI therapy. The lack of overt relapse in such patients has been attributed to immunological control of CML. In this review, we discuss an immunological timeline to successful TFR, focusing on the immunology of CML during TKI treatment; an initial period of immune suppression, limiting antitumor immune effector responses in newly diagnosed CML patients, linked to an expansion of immature myeloid-derived suppressor cells and regulatory T cells and aberrant expression of immune checkpoint signaling pathways, including programmed death-1/programmed death ligand-1. Commencement of TKI treatment is associated with immune system re-activation and restoration of effector-mediated [natural killer (NK) cell and T cell] immune surveillance in CML patients, albeit with differing frequencies in concert with differing levels of molecular response achieved on TKI. DMR is associated with maximal restoration of immune recovery in CML patients on TKI. Current data suggest a net balance between both the effector and suppressor arms of the immune system, at a minimum involving mature, cytotoxic CD56d""n NK cells may be important in mediating TFR success. However, a major goal remains in CML to identify the most effective pathways to target to maximize an advantageous immune response and promote TFR success.",33
"The objective of this study was to prospectively compare the incidence of pin tract infection in pediatric supracondylar humerus fractures managed with pin care daily or every other day or weekly. We hypothesized that there were some differences between these three methods. From June 2012 to May 2015, 135 children with supracondylar humerus fractures were randomized to postoperative pin care by cleaning pin tracts daily (group A, 45 cases) or cleaning every 2 days (group B, 45 cases) or cleaning weekly (group C, 45 cases). The three groups were comparable with respect to age, gender, affected side, body mass index (BMI), fracture type, injury to surgery time, number of intraoperative percutaneous pinning, and follow-up time. We collected data on pin retention time, union time, and pin tract infection. The average follow-up time of group A was 4.5 +/- 1.3 and 4.2 +/- 1.6 months in group B and 4.3 +/- 1.4 months in group C. The patient demographics and intraoperative variables of three groups were comparable. No significant difference between these three groups was found in union time and pin fixation time. Of the 135 children, 48 (35.6%) cases had pin tract infection. Grade I infections (Checketts-Otterburns classification) occurred around 28.9% of 270 pin and grade II around 6.7%. We found no differences between three groups as regards frequency and severity of pin tract infections (both P >0.05). However, complain of pain was more frequent in group A than other two groups (P < 0.05). Conclusions: All of the three methods were effective for the management of pin site infection in pediatric supracondylar humerus fractures. However, excessive frequent care as well as pin care daily had the disadvantages of child's fear and parental anxiety.",108
"When we communicate face to face, we subconsciously engage our whole body to convey our message. In telecommunication, e.g. during phone calls, this powerful information channel cannot be used. Capturing nonverbal information from body motion and transmitting it to the receiver parallel to speech would make these conversations feel much more natural. This requires a sensing device that is capable of capturing different types of movements, such as the flexion and extension of joints, and the rotation of limbs. In a first embodiment, we developed a sensing glove that is used to control a computer game. Capacitive dielectric elastomer (DE) sensors measure finger positions, and an inertial measurement unit (IMU) detects hand roll. These two sensor technologies complement each other, with the IMU allowing the player to move an avatar through a three-dimensional maze, and the DE sensors detecting finger flexion to fire weapons or open doors. After demonstrating the potential of sensor fusion in human-computer interaction, we take this concept to the next level and apply it in nonverbal communication between humans. The current fingerspelling glove prototype uses capacitive DE sensors to detect finger gestures performed by the sending person. These gestures are mapped to corresponding messages and transmitted wirelessly to another person. A concept for integrating an IMU into this system is presented. The fusion of the DE sensor and the IMU combines the strengths of both sensor types, and therefore enables very comprehensive body motion sensing, which makes a large repertoire of gestures available to nonverbal communication over distances.",64
"In order to research on the application of nano-concrete to reduce roughness coefficient, and considering that roughness coefficient and calculating it are fundamental issues in hydraulic engineering. Also, analyzing the correct evaluation of flow rate and interaction with other hydraulic parameters such as velocity, shape and type of section, and flow pattern, is one of the most important problems in fluid mechanics, and considering that the possibility of minimizing roughness on designing of hydraulic structures and irrigation networks in order to increase velocity and then the flow rate at different sections, are subjects which have been noted by researches and industrial entrepreneurs since years ago. the author of the article had done a series of experiments, the effects of using silicate nano-particles in the floor coating of the channels have been studied in a hydraulic laboratory flume. Through this experimental research, we could had known that adding Nano-Silicate to the concrete mixture will cause the active SiO2 to mix with the free calcium hydroxide available in the micro holes of the concrete and produce unsolved calcium silicate, and eventually cause the structure of the cement to become more dense and become less penetrable causing the concrete to be more resistant. By using this product, we can produce smooth and homogenous surfaces in the upper surface that can increase the flow rate and velocity of fluid in channels, clarifiers and crests of dams.",103
"Following recent progress in super-resolution microscopy in the past decade, massive amounts of redundant single stochastic trajectories are now available for statistical analysis. Flows of trajectories of molecules or proteins sample the cell membrane or its interior at very high time and space resolution. Several statistical analyses were developed to extract information contained in these data, such as the biophysical parameters of the underlying stochastic motion to reveal the cellular organization. These trajectories can further reveal hidden subcellular organization. We review here the statistical analysis of these trajectories based on the classical Langevin equation, which serves as a model of trajectories. Parametric and nonparametric estimators are constructed by discretizing the stochastic equations, and they allow the recovery of tethering forces, diffusion tensors, or membrane organization from measured trajectories that differ from physical ones by a localization noise. Modeling, data analysis, and automatic detection algorithms serve to extract novel biophysical features such as potential wells and other substructures, such as rings, at an unprecedented spatiotemporal resolution. It is also possible to reconstruct the surface membrane of a biological cell from the statistics of projected random trajectories.",31
"Solar-driven water splitting promises a step towards large-scale solar energy storage. However, the bottleneck is always the poor performance of the used photoanodes, particularly in their capability to harvest the visible light. Herein, we report the design of visible-light active anatase titanium dioxide nanocrystals (sub 10 nm in size and with a surface area of similar to 99 m(2)/g) using the sol-gel method followed by hydrothermal treatment with H2O2 at relatively low temperature (180 degrees C). The fabricated nanocrystals demonstrate a band gap of 2.85 eV, with an increased amount of surface defects that overcome the negative effects of bulk defects as revealed by the positron annihilation measurements. These prepared nanocrystals have notable enhancement in solar light harvesting and water splitting efficiency compared to the commercial Degussa P25 counterpart. The photoactivity, structural and electrochemical behavior of the synthesized nanocrystals were investigated using X-ray diffraction (XRD), transmission electron microscopy (TEM), photocurrent measurements, photoluminescence (PL), X-ray photoelectron spectroscopy (XPS), positron annihilation, and Doppler broadening analysis. (C) 2017 Elsevier Ltd. All rights reserved.",100
"This article deals with research of Russian university student attitudes toward drug use. Research was conducted in 2015; and, 150 students from Smolensk universities took part. The sample consists of three age groups of students: 17-18, 19, and 20 years and older. Study results show students view people with addiction in a negative context - weak, stupid, unreliable, and unhappy. Also, attitudes reflect support for extreme punishment of drug traffickers for drug distribution blaming Roma ""Gypsies."" Age of the student respondents was a significant factor affecting attitudes - older students have a more negative attitude about people with addiction and are more inclined to call for harsh punishment. Study results provide usable information for drug policy, education and prevention efforts in Russia.",104
"Octamer 4 (Oct4), a member of the Pit-Oct-Unc transcription factor family required to maintain self-renewal and pluripotency of embryonic stem cells, has been previously identified to be associated with tumorigenesis and malignant transformation of numerous types of cancer including hepatocellular carcinoma (HCC). The present data shows that Oct4 enhances cancer stem cell properties and increases invasion ability in the Huh7 cell line. To increase understanding of the role of Oct4 in HCC, the present study used a functional genomics approach and analyzed the resulting transcriptional profiles to identify Oct4-dependent genes in Huh7. Affymetrix GeneChip Human genome U133 Plus 2.0 Arrays were used to determine differential gene expression profiles and then validated by quantitative polymerase chain reaction. The present study found that altered expression of 673 genes (fold-change >= 2) affected multiple signaling pathways linked with self-renew and metastasis. Among these differentially expressed genes, the present study noticed that the key component of the WNT signaling pathway lymphoid enhancer binding factor 1 (LEF1) and Twist Family BHLH transcription factor 1 were upregulated by Oct4, whilst cadherin 2 was downregulated. Additional studies found that the nuclear beta-catenin aggregation was increased in Oct4 overexpressed HCC cell lines. These results suggest that Oct4 regulates LEF1 to active LEF1/beta-catenin dependent WNT signaling pathway and promote epithelial-mesenchymal transition. The present findings provide novel mechanistic insight into an important role of Oct4 in HCC.",37
"This work attempts to reduce component count in Low, High, and All Pass active Filters. It also uses a lower order filter to achieve same results as higher order ones in terms of the frequency response. The optimizers used are Nelder-Mead, GA and PSO. The filters are transformed into small signal analysis while nodal analysis is used to translate a circuit to matrix form. Three different examples are presented to illustrate the effectiveness of the approach. Results have revealed that with a computer program, a lower order operational amplifier filter can be used to achieve same results as a higher order one. Also, PSO can achieve the best results as regard frequency response for the three examples, followed by GA while Nelder-Mead has the worst result.",60
"Advances in the knowledge of acromegaly are leading to an increase in the survival rate of acromegalic subjects. This study was conducted to evaluate balance control, risk of falls, and peripheral muscle function in acromegalic older adults. Seventeen older subjects with acromegaly (67 [63-73] years) and 20 paired control subjects were evaluated with balance scales, force platform, and knee isokinetic dynamometry tests. There were significant differences between the groups on several balance and gait scales, with a worse performance and greater risk of falls in the acromegalic older adults. Acromegalic older adults had lower values for peak torque, maximum repetition of the total work, and total work during extension at 240 degrees/s. The acromegalic older adults had higher values in the medial-lateral range. Acromegaly subjects had lateral instability that compromises their body balance and increases the risk of falls. Moreover, there was a propensity for muscle fatigue in these individuals.",15
"One of the easiest ways to induce illusory memories in the laboratory is to use the Deese-Roediger-McDermott (DRM) word-list paradigm. Researchers have used this paradigm not only to study people's memories of stimuli that were not actually presented, but also to study the phenomenological qualities of these illusions. In four experiments, the current investigation explored a phenomenological quality of illusory memories that has received almost no attention, specifically, temporality. A serial position task was incorporated into the DRM paradigm to examine temporal attributes of participants' true and false memories. Effects of list strength, presentation order, and types of warnings were examined. Results showed consistent serial position responses for true and false memories. However, only responses for illusory memories were affected by manipulations at study. The current findings thus lend support to encoding-based explanations of false recollections.",78
"Two vignette studies were conducted in which preadolescent children (Study 1: N = 542; Study 2: N = 137; aged 8-13 years) evaluated the exclusion, for unknown reasons, of an immigrant minority child by a native majority peer (majority interethnic exclusion). Study 1 compared children's evaluations of majority interethnic exclusion with their evaluations of (majority and minority) intraethnic exclusion and minority interethnic exclusion, and Study 2 examined children's underlying explanations. Each study compared ethnic majority and ethnic minority respondents and examined the role of in-group bias for the former. Overall, both ethnic majority and ethnic minority respondents regarded majority interethnic exclusion more negatively than the other exclusion types (majority intraethnic, minority interethnic, and minority intraethnic). All children, but especially older minority respondents, were more likely to reject majority interethnic exclusion if they perceived it to be discriminatory (ethnicity based). Among the majority children, a strong in-group bias was associated with a weaker condemnation of majority interethnic exclusion, but this was not due to a larger tolerance of ethnicity-based discrimination. Biased majority children were also less likely to reject minority intraethnic exclusion, indicating an overall weaker concern for out-group victims. Taken together, the studies show that children are relatively negative about majority (prototypical) interethnic exclusion because it implies the possibility of ethnic discrimination, and they concur with previous evidence for a developmental increase in the awareness of discrimination in ethnic minority youths. (C) 2017 Elsevier Inc. All rights reserved.",61
